cluster,n_customers,share,median_ACTUAL_CLTV,mean_ACTUAL_CLTV,median_CURRENT_YEAR_FAP,mean_CURRENT_YEAR_FAP,median_FUTURE_LIFETIME_VALUE,mean_FUTURE_LIFETIME_VALUE,median_ACTUAL_LIFETIME_DURATION,mean_ACTUAL_LIFETIME_DURATION,median_NUM_CROSS_SOLD_LY,mean_NUM_CROSS_SOLD_LY,median_CLM_OVER_PROFIT_HITCOUNT,mean_CLM_OVER_PROFIT_HITCOUNT,mode_CUSTOMER_SEGMENT,mode_CUSTOMER_PORTFOLIO,mode_ACTIVE_CUSTOMER,mean_CURRENT_GWP,mean_LAST_YEAR_GWP,mean_GEP_FIN_FULL,mean_GEC_FIN_FULL,mean_CLM_INC_FULL,mean_WEIGHTED_PLAN_LOSS_RATIO,mean_ACTUAL_LOSS_RATIO,mean_EXPECTED_LIFETIME_VALUE,mean_TOTAL_SCORE,mean_INSP_FLAG,product_index
78,229,0.0013815904579761208,5365.03,5343.14,,,,,2.0,2.0,0.0,0.0,0.0,0.0,F,MID,N,,-53.909400000000005,7113.873493449782,1350.477903930131,768.5689855072465,0.6112435952647477,0.025897579945522185,5343.14,22.0,,0.0
62,227,0.0013695241657667224,4357.55,4362.083039647577,,,,,4.0,4.0,0.0,0.0,0.0,0.0,F,MID,N,,-59.891,6126.146519823789,1289.8689427312775,548.8499999999999,0.5878798653651388,0.02262182083590379,4362.083039647577,22.0,,0.0
25,214,0.0012910932664056325,799.975,2560.844205607477,1011.6600000000001,1030.8394859813086,0.0,0.0,3.0,4.726168224299066,0.0,0.14953271028037382,0.0,0.07009345794392523,F,MID,N,53.72701570680628,1229.9956451612904,8008.572461538462,1557.9760512820515,21426.445517241376,0.347277584883318,0.11357765949642723,2560.844205607477,21.5,,0.3129206911304982
85,212,0.001279026974196234,3200.4049999999997,3200.7450000000003,,,,,2.0,2.0,0.0,0.0,0.0,0.0,F,MID,N,,0.0,4445.523254716982,1035.0255660377359,508.5264285714286,0.5921890973142813,0.014388199994021808,3200.7450000000003,20.0,,0.0
40,211,0.0012729938280915348,28.91,564.306587677725,350.0,350.1094786729858,326.424,326.17026635570437,0.6,1.4654028436018958,1.0,1.0,0.0,0.004739336492890996,F,MID,Y,354.1533333333333,516.4709876543209,2652.7462195121952,442.63743902439023,9389.025,0.018716763446728173,0.003915270098785314,890.4768540334295,22.298578199052134,,2.092657121935207
119,211,0.0012729938280915348,41.87,41.635402843601895,,,,,1.0,1.0,0.0,0.0,0.0,0.0,F,MID,N,,-131.2692105263158,290.6061137440759,54.1218009478673,,0.04554906790778368,0.0,41.635402843601895,19.0,,0.0
69,210,0.0012669606819868356,4626.07,4618.863904761904,,,,,3.0,3.0,0.0,0.0,0.0,0.0,F,MID,N,,-32.54222222222222,6451.442476190476,1390.0349047619047,574.9381967213114,0.5908051571409653,0.021824938934402197,4618.863904761904,22.0,,0.0
70,209,0.0012609275358821364,3781.42,3754.7461722488038,,,,,3.0,3.0,0.0,0.0,0.0,0.0,F,MID,N,0.0,6.318181818181818,5240.207224880383,1112.3241626794259,339.50299999999993,0.5874909332816214,0.013292716732260795,3754.7461722488038,21.10047846889952,,0.0
36,205,0.0012367949514633396,195.04,250.49839024390243,,,,,14.0,14.011219512195122,0.0,0.0,0.0,0.0,E,MID,N,,12.424838709677418,1537.7916585365856,247.3199024390244,37.59,0.08391651008135756,0.000729074386825457,250.49839024390243,22.619512195121953,,0.0
83,204,0.0012307618053586404,4149.46,4128.84475490196,,,,,2.0,2.0,0.0,0.0,0.0,0.0,F,MID,N,,11.067435897435898,5583.06612745098,1184.347794117647,514.0755102040816,0.5962059608916546,0.016264109021328854,4128.84475490196,22.0,,0.0
2,203,0.0012247286592539412,0.0,-16003.107591623037,11.0,12.740000000000002,,,5.9,6.144334975369458,1.0,0.8669950738916257,0.0,0.059113300492610835,F,MID,Y,-188.5934705882353,209.3558823529412,8480.17096153846,736.1844230769232,59565.23828119844,0.08196967506969909,0.5052274076713662,-15057.111083743841,20.201970443349754,,1.8143234160620514
84,203,0.0012247286592539412,3631.31,3622.3871428571433,,,,,2.0,2.0,0.0,0.0,0.0,0.0,F,MID,N,,-75.02272727272727,4815.938325123153,1075.6193596059113,415.52936170212763,0.6004610631581361,0.016206503661361032,3622.3871428571433,20.098522167487683,,0.0
46,201,0.0012126623670445427,2250.9,2281.9459756097563,,,,,9.0,9.00497512437811,0.0,0.0,0.0,0.0,F,MID,N,,0.0,5653.436463414634,884.2740243902439,33663.75952377319,0.20924347056759404,0.007086844625418894,930.9431343283583,20.81592039800995,,0.0
